,Family,Members,Cont_Member,Cont_Family
28,mf,mfcc2_sma3_amean,0.0004628160758110314,0.18468970843253035
29,mf,mfcc2_sma3_stddevNorm,0.0008778180818499314,0.18468970843253035
30,mf,mfcc3_sma3_amean,0.0023206658355673982,0.18468970843253035
31,mf,mfcc3_sma3_stddevNorm,0.0003533761988455437,0.18468970843253035
32,mf,mfcc4_sma3_amean,0.000517467531880481,0.18468970843253035
33,mf,mfcc4_sma3_stddevNorm,0.0006763570499063017,0.18468970843253035
34,mf,mfcc1V_sma3nz_amean,0.00275187834153055,0.18468970843253035
35,mf,mfcc1V_sma3nz_stddevNorm,0.0008044576339080365,0.18468970843253035
36,mf,mfcc2V_sma3nz_amean,0.011998810900967265,0.18468970843253035
37,mf,mfcc2V_sma3nz_stddevNorm,0.00026303628469949154,0.18468970843253035
38,mf,mfcc3V_sma3nz_amean,0.022401126421793312,0.18468970843253035
39,mf,mfcc3V_sma3nz_stddevNorm,0.0001164421410978797,0.18468970843253035
40,mf,mfcc4V_sma3nz_amean,0.04632755566820909,0.18468970843253035
41,mf,mfcc4V_sma3nz_stddevNorm,0.005766383597638241,0.18468970843253035
42,ji,jitterLocal_sma3nz_amean,0.00025372190658189435,0.0009498546578446277
43,ji,jitterLocal_sma3nz_stddevNorm,0.000251323632085699,0.0009498546578446277
44,sh,shimmerLocaldB_sma3nz_amean,0.0006110619635242039,0.0017113989629081781
45,sh,shimmerLocaldB_sma3nz_stddevNorm,0.0002989029494851555,0.0017113989629081781
46,HN,HNRdBACF_sma3nz_amean,0.03369488880841641,0.10197540567253585
47,HN,HNRdBACF_sma3nz_stddevNorm,0.020526273622474882,0.10197540567253585
48,log,logRelF0-H1-H2_sma3nz_amean,0.004355492714637558,0.03528374617160006
49,log,logRelF0-H1-H2_sma3nz_stddevNorm,0.00010403623486261966,0.03528374617160006
50,log,logRelF0-H1-A3_sma3nz_amean,0.0005539874902692016,0.03528374617160006
51,log,logRelF0-H1-A3_sma3nz_stddevNorm,0.013747141777017797,0.03528374617160006
52,F1,F1frequency_sma3nz_amean,0.002453717258782614,0.19915035152664592
53,F1,F1frequency_sma3nz_stddevNorm,0.0031615917505199618,0.19915035152664592
54,F1,F1bandwidth_sma3nz_amean,0.08623883921562017,0.19915035152664592
55,F1,F1bandwidth_sma3nz_stddevNorm,0.014035732644691134,0.19915035152664592
56,F1,F1amplitudeLogRelF0_sma3nz_amean,0.0,0.19915035152664592
57,F1,F1amplitudeLogRelF0_sma3nz_stddevNorm,0.0,0.19915035152664592
58,F2,F2frequency_sma3nz_amean,0.0014315589709210596,0.04554909710180217
59,F2,F2frequency_sma3nz_stddevNorm,0.004626606753224596,0.04554909710180217
60,F2,F2bandwidth_sma3nz_amean,0.0013246143462820842,0.04554909710180217
61,F2,F2bandwidth_sma3nz_stddevNorm,0.016530547817460387,0.04554909710180217
62,F2,F2amplitudeLogRelF0_sma3nz_amean,6.445268846011414e-05,0.04554909710180217
63,F2,F2amplitudeLogRelF0_sma3nz_stddevNorm,0.00024104921157192834,0.04554909710180217
64,F3,F3frequency_sma3nz_amean,0.0011467499493814453,0.20255443981895466
65,F3,F3frequency_sma3nz_stddevNorm,0.009037684550722513,0.20255443981895466
66,F3,F3bandwidth_sma3nz_amean,0.018394363918792775,0.20255443981895466
67,F3,F3bandwidth_sma3nz_stddevNorm,0.07893783256098597,0.20255443981895466
68,F3,F3amplitudeLogRelF0_sma3nz_amean,0.00011212274841410403,0.20255443981895466
69,F3,F3amplitudeLogRelF0_sma3nz_stddevNorm,7.110890122366854e-05,0.20255443981895466
70,al,alphaRatioV_sma3nz_amean,0.0004388415878481666,0.04134667901810165
71,al,alphaRatioV_sma3nz_stddevNorm,0.02131246621600042,0.04134667901810165
72,al,alphaRatioUV_sma3nz_amean,0.0002330617040061489,0.04134667901810165
73,ha,hammarbergIndexV_sma3nz_amean,0.0019457881676038138,0.029511059918984013
74,ha,hammarbergIndexV_sma3nz_stddevNorm,0.013619609857097679,0.029511059918984013
75,ha,hammarbergIndexUV_sma3nz_amean,0.00012587540365168766,0.029511059918984013
76,sl,slopeV0-500_sma3nz_amean,0.0007049430904543713,0.01715747619980382
77,sl,slopeV0-500_sma3nz_stddevNorm,0.0004659234680790112,0.01715747619980382
78,sl,slopeV500-1500_sma3nz_amean,0.00047181656150052545,0.01715747619980382
79,sl,slopeV500-1500_sma3nz_stddevNorm,0.0067627252262004705,0.01715747619980382
80,sl,slopeUV0-500_sma3nz_amean,0.00033787486227384195,0.01715747619980382
81,sl,slopeUV500-1500_sma3nz_amean,0.0003794880891230436,0.01715747619980382
82,Vo,VoicedSegmentsPerSec,0.0006353222978843024,0.0011948701605601934
83,Me,MeanVoicedSegmentLengthSec,0.008901355929609375,0.017992509533952747
84,Me,MeanUnvoicedSegmentLength,0.0006654094639266378,0.017992509533952747
85,St,StddevVoicedSegmentLengthSec,0.0009803629452930242,0.00199758111913257
86,St,StddevUnvoicedSegmentLength,8.176737539604742e-05,0.00199758111913257
87,eq,equivalentSoundLevel_dBp,0.001318771420286146,0.0024802539182820576
